nest_id,date,day_of_year,time,adult,num_host_egg,num_host_hatch,num_bhco_egg,num_bhco_hatch,new_parasitism,predated,nest_damage,weather_impact,natural_parasitism,nest_deserted,nest_buried,desertion_burial_effect,predation_weather_effect,host_nest_outcome,bhco_nest_outcome,max_host_egg,addled_host_egg,num_addled_host_egg,max_host_hatch,num_host_egg_before_hatch,host_proportion_hatch,host_hatching_sucess,host_clutch_initiation_date,host_clutch_initiation_day_of_year,host_clutch_initiation_estimated,host_first_hatch_date,host_first_hatch_day_of_year,host_last_hatch_date,host_last_hatch_day_of_year,host_time_to_hatch,host_hatching_period,max_bhco_egg,max_bhco_hatch,num_bhco_egg_before_hatch,bhco_proportion_hatch,bhco_hatching_sucess,bhco_clutch_initiation_date,bhco_clutch_initiation_day_of_year,bhco_clutch_initiation_estimated,bhco_first_hatch_date,bhco_first_hatch_day_of_year,bhco_last_hatch_date,bhco_last_hatch_day_of_year,bhco_time_to_hatch,bhco_hatching_period,bhco_swab,host_swab,host_swab_first_egg,num_host_swabs,average_host_incubation_period,citation_average_host_incubation_period,average_bhco_incubation_period,citation_average_bhco_incubation_period,field_notes,data_cleaning_notes,master_number,host_species,lat_direction,latitude,long_direction,longitude,height,tree_species,site,target_species,num_host_egg_first_day,num_eggs_first_host_swab,num_eggs_second_host_swab,num_eggs_third_host_swab,host_swab_order
e126,2022-06-24,175,13:00:00,yes,3,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-06-25,176,11:30:00,yes,4,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-06-26,177,12:35:00,yes,4,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-06-27,178,08:55:00,yes,4,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-06-28,179,07:40:00,no,4,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-06-29,180,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-06-30,181,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-01,182,13:26:00,yes,4,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.","4 eggs, 1bhco",", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-02,183,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-03,184,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-04,185,11:40:00,yes,4,0,1,0,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.","4 eggs, 1 bhco",", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-06,187,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-07,188,09:45:00,yes,3,1,0,1,no,no,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.","2 hatch, 3 eggs",", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-08,189,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-09,190,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-10,191,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e126,2022-07-11,192,09:36:00,no,0,0,0,0,no,yes,yes,no,yes,no,no,no,yes,partial sucess,complete sucess,4,no,0,1,NA,0.25,NA,2022-06-22,173,yes,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,12,"Birds of the world: Yasukawa, K. and W. A. Searcy (2020). Red-winged Blackbird (Agelaius phoeniceus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.lib.uwo.ca/10.2173/bow.rewbla.01",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.","nest destroyed, predated",", first host hatch was not witnessed, first bhco hatch was not witnessed, clutch initiation estimated based on hosts laying every 24hrs, unable to estimate clutch inititaion because first bhco hatch not witnessed, last host hatch was not witnessed, last bhco hatch was not witnessed",176,RWBL,N,52.6835075168076,W,-101.200196828267,123,red-berried elder,pcc,yes,2,2,NA,NA,NA
e127,2022-06-23,174,11:40:00,yes,4,0,0,0,no,no,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,first
e127,2022-06-24,175,12:55:00,no,4,0,0,0,no,no,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,NA
e127,2022-06-25,176,11:25:00,no,4,0,0,0,no,no,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,NA
e127,2022-06-26,177,11:48:00,yes,4,0,0,0,no,no,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,NA
e127,2022-06-27,178,08:50:00,yes,4,0,0,0,no,no,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,NA
e127,2022-06-28,179,07:30:00,yes,4,0,0,0,no,no,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,", bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,NA
e127,2022-06-29,180,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,yes,total failure,NA,4,no,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,11,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",12,"McMaster, D. G., & Sealy, S. G. (1998). Short incubation periods of Brown-headed Cowbirds: How do cowbird eggs hatch before Yellow Warbler eggs?. The Condor, 100(1), 102-111.",NA,"nest not monitored on this date, bhco proportion hatch unknown because nest not initiated, host did not hatch, bhco clutch not initiated",144,YEWA,N,54.7001152136305,W,-102.516338391435,172,box elder,pcc,yes,4,4,NA,NA,NA
